Timestamp,Geracao_Solar_W,Geracao_Eolica_W,Demanda_Global_W,Nivel_Bateria_Pct,O2_Pct,Temp_Int_C,Temp_Ext_C,Radiacao_mSv,Integridade_Pct
2026-01-01 22:00:00,44.41,2977.89,3063.15,16.23,21.45,20.95,-98.51,4.92,99.6
2026-01-01 22:05:00,16.92,2954.84,2579.34,20.15,21.47,20.89,-84.95,4.97,99.58
2026-01-01 22:10:00,49.11,3269.73,2740.08,25.94,21.46,20.83,-92.1,4.03,99.55
2026-01-01 22:15:00,23.15,2712.77,2833.05,24.97,21.41,20.77,-95.7,3.06,99.52
2026-01-01 22:20:00,9.06,2772.51,2565.89,27.13,21.37,20.7,-91.61,2.06,99.5
2026-01-01 22:25:00,2.22,2507.22,2911.75,23.1,21.38,20.61,-84.5,4.2,99.45
2026-01-01 22:30:00,32.24,2764.08,2960.94,21.46,21.43,20.53,-82.05,4.75,99.41
2026-01-01 22:35:00,45.21,2972.39,2662.68,25.01,21.47,20.46,-98.44,4.11,99.39
2026-01-01 22:40:00,7.71,2840.0,2949.7,23.99,21.43,20.44,-92.46,2.42,99.36
2026-01-01 22:45:00,4.15,3437.95,3099.48,27.41,21.43,20.36,-96.76,4.82,99.32
2026-01-01 22:50:00,1.87,3290.85,2680.6,33.53,21.43,20.27,-86.48,2.65,99.28
2026-01-01 22:55:00,47.67,2918.81,2731.55,35.88,21.44,20.18,-99.22,4.6,99.27
2026-01-01 23:00:00,37.2,3211.35,3085.12,37.52,21.4,20.15,-86.89,3.92,99.25
2026-01-01 23:05:00,41.72,2997.13,3157.82,36.33,21.41,20.1,-80.51,3.49,99.23
2026-01-01 23:10:00,8.91,3245.97,2523.88,43.64,21.42,20.04,-98.82,3.67,99.19
2026-01-01 23:15:00,7.78,3014.12,3098.13,42.88,21.43,19.96,-97.76,4.99,99.16
2026-01-01 23:20:00,41.45,2622.19,2662.91,42.88,21.45,19.93,-96.9,2.73,99.14
2026-01-01 23:25:00,47.99,2994.77,2955.42,43.76,21.47,19.87,-92.79,4.29,99.11
2026-01-01 23:30:00,11.36,2575.99,2598.97,43.64,21.42,19.84,-87.77,4.99,99.08
2026-01-01 23:35:00,28.13,2622.41,2816.83,41.98,21.42,19.82,-85.72,2.45,99.03
2026-01-01 23:40:00,45.76,2869.59,2981.31,41.32,21.42,19.81,-91.32,3.95,99.0
2026-01-01 23:45:00,41.83,3284.21,3062.11,43.96,21.46,19.79,-97.79,4.48,98.99
2026-01-01 23:50:00,6.92,3050.47,2807.12,46.46,21.45,19.77,-98.42,3.79,98.97
2026-01-01 23:55:00,10.67,3411.37,2948.36,51.2,21.46,19.69,-90.19,4.77,98.96
2026-01-02 00:00:00,42.57,2961.24,2556.75,55.67,21.44,19.67,-94.42,2.73,98.94
2026-01-02 00:05:00,29.67,3099.67,2828.95,58.67,21.41,19.59,-98.22,3.84,98.9
2026-01-02 00:10:00,45.79,2622.46,3039.77,54.96,21.38,19.51,-87.42,3.28,98.89
2026-01-02 00:15:00,47.14,2578.5,2899.58,52.22,21.41,19.43,-85.09,3.02,98.85
2026-01-02 00:20:00,43.14,3484.43,2772.53,59.77,21.41,19.33,-93.02,2.86,98.81
2026-01-02 00:25:00,9.91,2666.79,2628.73,60.25,21.41,19.25,-98.16,2.83,98.77
2026-01-02 00:30:00,21.62,2987.86,2814.88,62.19,21.36,19.18,-87.14,4.33,98.74
2026-01-02 00:35:00,13.59,3141.45,2771.21,66.03,21.38,19.09,-87.48,3.9,98.73
2026-01-02 00:40:00,4.47,2599.59,2807.8,63.99,21.37,19.05,-88.65,2.27,98.69
2026-01-02 00:45:00,24.8,3205.89,2571.05,70.59,21.39,19.03,-87.42,2.41,98.66
2026-01-02 00:50:00,26.46,2854.5,3115.7,68.24,21.35,18.94,-95.28,2.78,98.62
2026-01-02 00:55:00,14.79,3395.4,2684.77,75.5,21.36,18.87,-96.7,2.38,98.59
2026-01-02 01:00:00,5.95,3277.05,2790.86,80.42,21.35,18.84,-91.81,4.97,98.54
2026-01-02 01:05:00,1371.88,869.01,2159.29,81.23,21.35,19.14,-34.36,0.4,98.54
2026-01-02 01:10:00,1526.26,1725.35,2128.52,92.47,21.35,19.45,-41.63,0.29,98.54
2026-01-02 01:15:00,1581.89,999.2,1636.01,100.0,21.34,19.65,-56.08,0.44,98.54
2026-01-02 01:20:00,1756.92,571.83,2155.31,100.0,21.39,19.8,-57.0,0.12,98.54
2026-01-02 01:25:00,1741.21,561.82,1900.76,100.0,21.35,20.0,-36.33,0.42,98.54
2026-01-02 01:30:00,1902.83,1178.38,2163.06,100.0,21.36,20.14,-53.01,0.31,98.54
2026-01-02 01:35:00,2053.4,839.7,1869.49,100.0,21.32,20.36,-31.07,0.15,98.54
2026-01-02 01:40:00,2096.82,690.25,1577.54,100.0,21.32,20.49,-56.5,0.12,98.54
2026-01-02 01:45:00,2159.73,805.26,1833.6,100.0,21.3,20.66,-38.91,0.34,98.54
2026-01-02 01:50:00,2259.9,1314.41,1588.39,100.0,21.32,20.74,-31.38,0.4,98.54
2026-01-02 01:55:00,2330.72,1895.75,2015.51,100.0,21.29,20.95,-44.7,0.47,98.54
2026-01-02 02:00:00,2598.76,942.63,1833.68,100.0,21.29,21.03,-30.56,0.39,98.54
2026-01-02 02:05:00,2628.92,550.63,1751.09,100.0,21.27,21.06,-51.84,0.25,98.54
2026-01-02 02:10:00,2735.95,1992.7,2098.66,100.0,21.23,21.12,-51.45,0.2,98.54
2026-01-02 02:15:00,2844.79,586.86,1766.43,100.0,21.25,21.24,-39.13,0.17,98.54
2026-01-02 02:20:00,2894.05,889.83,1792.41,100.0,21.23,21.29,-39.32,0.39,98.54
2026-01-02 02:25:00,2881.78,1012.97,1831.15,100.0,21.27,21.28,-33.35,0.23,98.54
2026-01-02 02:30:00,2968.17,507.05,1935.94,100.0,21.27,21.41,-46.33,0.35,98.54
2026-01-02 02:35:00,3251.58,1330.14,1652.72,100.0,21.28,21.47,-50.81,0.17,98.54
2026-01-02 02:40:00,3120.27,1357.64,1970.4,100.0,21.33,21.47,-42.37,0.26,98.54
2026-01-02 02:45:00,3420.22,1829.33,1897.98,100.0,21.36,21.6,-42.68,0.2,98.54
2026-01-02 02:50:00,3471.23,699.1,1643.46,100.0,21.38,21.55,-56.9,0.2,98.54
2026-01-02 02:55:00,3377.58,559.37,2071.44,100.0,21.41,21.66,-43.97,0.27,98.54
2026-01-02 03:00:00,3499.43,857.47,1995.05,100.0,21.43,21.76,-37.98,0.45,98.54
2026-01-02 03:05:00,3579.58,1927.45,2087.43,100.0,21.47,21.79,-41.81,0.18,98.54
2026-01-02 03:10:00,3771.06,772.25,1848.95,100.0,21.47,21.9,-40.44,0.17,98.54
2026-01-02 03:15:00,3900.47,629.34,1539.21,100.0,21.45,21.91,-45.97,0.4,98.54
2026-01-02 03:20:00,3865.98,1299.49,1581.57,100.0,21.42,22.01,-55.52,0.12,98.54
2026-01-02 03:25:00,3873.39,1299.91,2125.92,100.0,21.39,22.01,-38.62,0.48,98.54
2026-01-02 03:30:00,4034.28,1002.38,1862.99,100.0,21.34,21.96,-43.02,0.24,98.54
2026-01-02 03:35:00,4074.23,1071.54,1972.86,100.0,21.3,21.87,-51.36,0.13,98.54
2026-01-02 03:40:00,4054.57,1832.81,2082.1,100.0,21.31,21.86,-58.08,0.32,98.54
2026-01-02 03:45:00,4024.79,1975.37,1743.29,100.0,21.35,21.91,-58.54,0.35,98.54
2026-01-02 03:50:00,4092.71,730.23,1882.55,100.0,21.35,21.97,-34.18,0.37,98.54
2026-01-02 03:55:00,4231.91,735.74,1882.93,100.0,21.36,21.96,-42.31,0.12,98.54
2026-01-02 04:00:00,4376.84,779.46,2041.43,100.0,21.37,22.02,-54.39,0.34,98.54
2026-01-02 04:05:00,4238.61,1991.21,1706.46,100.0,21.34,21.98,-55.31,0.13,98.54
2026-01-02 04:10:00,4439.36,1236.49,2015.56,100.0,21.32,21.95,-44.54,0.27,98.54
2026-01-02 04:15:00,4432.59,1653.26,2057.08,100.0,21.29,21.88,-58.68,0.16,98.54
2026-01-02 04:20:00,4465.89,864.46,1507.27,100.0,21.34,21.9,-34.39,0.23,98.54
2026-01-02 04:25:00,4478.85,1081.67,1607.42,100.0,21.33,21.97,-57.14,0.26,98.54
2026-01-02 04:30:00,4448.76,1884.55,2025.04,100.0,21.33,22.03,-37.91,0.18,98.54
2026-01-02 04:35:00,4594.81,1939.21,1705.64,100.0,21.29,22.09,-30.36,0.22,98.54
2026-01-02 04:40:00,4850.65,687.3,2148.06,100.0,21.27,22.15,-39.51,0.12,98.54
2026-01-02 04:45:00,4674.97,968.41,1575.51,100.0,21.23,22.09,-43.22,0.26,98.54
2026-01-02 04:50:00,4608.79,674.71,1737.01,100.0,21.26,22.18,-39.24,0.22,98.54
2026-01-02 04:55:00,4982.14,1946.79,1579.66,100.0,21.3,22.25,-37.03,0.29,98.54
2026-01-02 05:00:00,4802.91,948.54,1641.42,100.0,21.3,22.31,-31.16,0.21,98.54
2026-01-02 05:05:00,5001.07,1822.55,2181.63,100.0,21.26,22.28,-36.34,0.41,98.54
2026-01-02 05:10:00,4913.61,1312.84,1670.66,100.0,21.28,22.25,-34.46,0.16,98.54
2026-01-02 05:15:00,5055.32,1932.42,1546.77,100.0,21.28,22.18,-42.97,0.43,98.54
2026-01-02 05:20:00,5004.62,627.07,1949.42,100.0,21.26,22.09,-44.71,0.29,98.54
2026-01-02 05:25:00,5134.23,1113.16,1704.33,100.0,21.24,22.09,-56.22,0.22,98.54
2026-01-02 05:30:00,4965.04,905.3,2125.25,100.0,21.27,22.11,-34.17,0.48,98.54
2026-01-02 05:35:00,5140.44,1170.17,1740.1,100.0,21.28,22.2,-38.01,0.25,98.54
2026-01-02 05:40:00,5010.59,1263.56,1832.76,100.0,21.26,22.26,-43.03,0.38,98.54
2026-01-02 05:45:00,5089.38,1182.42,2148.08,100.0,21.3,22.21,-58.91,0.36,98.54
2026-01-02 05:50:00,5043.74,886.95,2186.61,100.0,21.27,22.27,-39.05,0.45,98.54
2026-01-02 05:55:00,4980.28,1350.43,1709.07,100.0,21.23,22.16,-40.12,0.18,98.54
2026-01-02 06:00:00,4962.23,738.14,2116.08,100.0,21.19,22.2,-57.88,0.29,98.54
2026-01-02 06:05:00,5096.52,607.43,1985.37,100.0,21.24,22.2,-53.89,0.34,98.54
2026-01-02 06:10:00,4802.22,637.5,1827.13,100.0,21.21,22.21,-32.08,0.21,98.54
2026-01-02 06:15:00,4974.11,1335.12,1967.29,100.0,21.17,22.29,-31.68,0.24,98.54
2026-01-02 06:20:00,5131.79,1388.84,1812.94,100.0,21.17,22.23,-54.09,0.43,98.54
2026-01-02 06:25:00,4894.52,1482.05,2171.08,100.0,21.18,22.15,-34.93,0.38,98.54
2026-01-02 06:30:00,5087.33,1939.78,1977.42,100.0,21.18,22.05,-36.52,0.2,98.54
2026-01-02 06:35:00,4903.72,1465.42,2155.01,100.0,21.23,21.97,-37.74,0.12,98.54
2026-01-02 06:40:00,4988.36,873.99,1955.65,100.0,21.18,22.06,-31.67,0.45,98.54
2026-01-02 06:45:00,5031.59,1231.5,1710.64,100.0,21.17,22.11,-35.76,0.48,98.54
2026-01-02 06:50:00,5037.3,576.59,2044.1,100.0,21.2,22.02,-48.77,0.27,98.54
2026-01-02 06:55:00,5023.73,794.91,1958.31,100.0,21.16,22.01,-59.61,0.29,98.54
2026-01-02 07:00:00,4910.69,832.93,1900.02,100.0,21.12,22.09,-45.15,0.43,98.54
2026-01-02 07:05:00,4949.18,1114.96,1605.55,100.0,21.11,22.15,-56.78,0.24,98.54
2026-01-02 07:10:00,4921.35,1104.82,2035.6,100.0,21.13,22.2,-36.89,0.33,98.54
2026-01-02 07:15:00,4803.49,1921.55,1555.82,100.0,21.1,22.1,-32.01,0.33,98.54
2026-01-02 07:20:00,4623.82,1640.78,1531.79,100.0,21.07,22.18,-49.49,0.11,98.54
2026-01-02 07:25:00,4843.14,1051.3,2072.49,100.0,21.03,22.2,-46.25,0.4,98.54
2026-01-02 07:30:00,4493.45,1691.29,1539.84,100.0,21.01,22.28,-38.81,0.19,98.54
2026-01-02 07:35:00,4688.65,1871.76,1543.6,100.0,20.98,22.31,-35.36,0.1,98.54
2026-01-02 07:40:00,4538.64,962.39,1523.23,100.0,20.97,22.35,-40.31,0.12,98.54
2026-01-02 07:45:00,4394.57,1835.53,1547.8,100.0,20.97,22.38,-40.25,0.35,98.54
2026-01-02 07:50:00,4338.04,1950.19,1771.77,100.0,20.93,22.29,-52.5,0.49,98.54
2026-01-02 07:55:00,4514.09,1959.33,1568.02,100.0,20.89,22.25,-49.33,0.25,98.54
2026-01-02 08:00:00,4236.22,548.92,1782.32,100.0,20.91,22.15,-43.84,0.3,98.54
2026-01-02 08:05:00,4284.1,1467.67,1768.73,100.0,20.94,22.1,-42.17,0.34,98.54
2026-01-02 08:10:00,4107.08,591.85,1815.79,100.0,20.9,22.04,-51.36,0.14,98.54
2026-01-02 08:15:00,4084.62,1438.62,1813.84,100.0,20.89,22.07,-53.59,0.44,98.54
2026-01-02 08:20:00,4163.33,1816.56,1874.24,100.0,20.92,22.11,-31.14,0.38,98.54
2026-01-02 08:25:00,4188.09,590.97,2169.01,100.0,20.96,22.01,-58.98,0.27,98.54
2026-01-02 08:30:00,4085.54,1946.8,1612.16,100.0,21.0,21.91,-46.17,0.29,98.54
2026-01-02 08:35:00,3881.05,820.15,1652.25,100.0,21.03,21.9,-59.04,0.38,98.54
2026-01-02 08:40:00,3774.45,666.4,1861.66,100.0,21.05,21.83,-32.84,0.31,98.54
2026-01-02 08:45:00,3686.88,1160.9,2067.25,100.0,21.07,21.76,-44.43,0.4,98.54
2026-01-02 08:50:00,3605.42,1548.86,1618.66,100.0,21.03,21.77,-55.31,0.26,98.54
2026-01-02 08:55:00,3513.02,1660.28,1871.67,100.0,21.01,21.73,-30.03,0.18,98.54
2026-01-02 09:00:00,3634.31,737.63,1839.76,100.0,20.98,21.76,-34.04,0.44,98.54
2026-01-02 09:05:00,3557.95,738.82,2073.31,100.0,21.02,21.78,-44.34,0.43,98.54
2026-01-02 09:10:00,3415.76,1068.63,1839.95,100.0,21.05,21.82,-59.85,0.32,98.54
2026-01-02 09:15:00,3409.0,1997.81,2077.54,100.0,21.09,21.84,-40.47,0.36,98.54
2026-01-02 09:20:00,3313.39,788.91,2163.74,100.0,21.12,21.91,-30.32,0.33,98.54
2026-01-02 09:25:00,3194.1,1091.14,1723.16,100.0,21.1,21.96,-36.7,0.26,98.54
2026-01-02 09:30:00,2945.1,1584.45,2026.37,100.0,21.14,22.04,-59.56,0.14,98.54
2026-01-02 09:35:00,2964.02,1388.62,2054.76,100.0,21.17,21.95,-50.91,0.13,98.54
2026-01-02 09:40:00,2790.88,1285.93,2014.27,100.0,21.14,22.04,-44.73,0.19,98.54
2026-01-02 09:45:00,2710.6,1168.28,2145.8,100.0,21.18,22.08,-38.48,0.24,98.54
2026-01-02 09:50:00,2661.62,1954.03,2142.26,100.0,21.21,22.01,-32.09,0.24,98.54
2026-01-02 09:55:00,2537.46,817.46,2044.95,100.0,21.17,21.93,-40.87,0.31,98.54
2026-01-02 10:00:00,2549.42,1752.14,1508.64,100.0,21.13,21.98,-52.58,0.24,98.54
2026-01-02 10:05:00,2384.22,1234.65,1904.87,100.0,21.17,21.95,-56.17,0.45,98.54
2026-01-02 10:10:00,2221.62,1234.82,2033.06,100.0,21.16,21.95,-55.85,0.31,98.54
2026-01-02 10:15:00,2238.1,1293.12,1969.48,100.0,21.16,22.05,-50.48,0.47,98.54
2026-01-02 10:20:00,2083.37,698.45,1813.79,100.0,21.16,21.95,-50.53,0.13,98.54
2026-01-02 10:25:00,2030.45,1684.23,2129.38,100.0,21.2,21.92,-45.44,0.43,98.54
2026-01-02 10:30:00,1898.34,1364.53,1646.27,100.0,21.19,22.0,-54.38,0.37,98.54
2026-01-02 10:35:00,1811.67,827.03,2199.51,100.0,21.23,21.96,-42.3,0.18,98.54
2026-01-02 10:40:00,1673.52,1224.78,2149.08,100.0,21.24,22.06,-52.05,0.31,98.54
2026-01-02 10:45:00,1568.2,858.19,1628.64,100.0,21.27,22.14,-57.56,0.39,98.54
2026-01-02 10:50:00,1485.16,851.94,1771.65,100.0,21.29,22.18,-59.11,0.32,98.54
2026-01-02 10:55:00,1355.75,1574.63,1528.22,100.0,21.27,22.21,-31.25,0.23,98.54
2026-01-02 11:00:00,1337.33,1905.67,1819.79,100.0,21.26,22.16,-50.17,0.17,98.54
2026-01-02 11:05:00,1172.01,1214.42,1820.1,100.0,21.28,22.14,-33.76,0.28,98.54
2026-01-02 11:10:00,1066.1,1212.67,1789.68,100.0,21.31,22.17,-31.21,0.2,98.54
2026-01-02 11:15:00,973.8,1500.2,2144.46,100.0,21.27,22.23,-45.65,0.29,98.54
2026-01-02 11:20:00,878.93,800.96,1917.43,97.62,21.23,22.23,-30.32,0.45,98.54
2026-01-02 11:25:00,740.04,909.18,2181.26,92.3,21.18,22.15,-47.78,0.38,98.54
2026-01-02 11:30:00,650.0,1932.46,2010.72,98.02,21.21,22.23,-53.29,0.18,98.54
2026-01-02 11:35:00,557.58,875.13,1672.62,95.62,21.21,22.19,-44.47,0.44,98.54
2026-01-02 11:40:00,426.86,982.83,1976.47,89.95,21.18,22.11,-36.31,0.12,98.54
2026-01-02 11:45:00,322.53,1157.44,2136.59,83.39,21.16,22.11,-47.47,0.29,98.54
2026-01-02 11:50:00,215.28,919.33,2161.55,73.12,21.19,22.03,-56.51,0.38,98.54
2026-01-02 11:55:00,106.08,1769.64,1985.16,72.02,21.22,22.03,-52.41,0.28,98.54
2026-01-02 12:00:00,0.0,1518.92,1744.58,69.77,21.23,22.0,-35.35,0.12,98.54
2026-01-02 12:05:00,0.0,1517.69,1559.52,69.35,21.18,21.95,-33.55,0.17,98.54
2026-01-02 12:10:00,0.0,1189.39,1957.18,61.67,21.23,21.91,-42.15,0.15,98.54
2026-01-02 12:15:00,0.0,522.96,1815.94,48.74,21.24,22.0,-50.77,0.27,98.54
2026-01-02 12:20:00,0.0,1825.98,1550.1,51.5,21.26,21.94,-33.38,0.42,98.54
2026-01-02 12:25:00,0.0,1733.24,1947.83,49.36,21.3,22.03,-33.69,0.4,98.54
2026-01-02 12:30:00,0.0,1768.92,2193.12,45.11,21.34,22.09,-53.87,0.48,98.54
2026-01-02 12:35:00,0.0,816.6,1863.76,34.64,21.3,21.99,-51.27,0.13,98.54
2026-01-02 12:40:00,0.0,1025.39,2078.4,24.11,21.26,21.92,-38.29,0.1,98.54
2026-01-02 12:45:00,0.0,1130.76,1828.31,17.14,21.3,21.93,-33.51,0.1,98.54
2026-01-02 12:50:00,0.0,579.11,2045.86,2.47,21.28,21.91,-44.69,0.34,98.54
2026-01-02 12:55:00,0.0,926.39,1650.05,0.0,21.31,21.97,-49.26,0.41,98.54
2026-01-02 13:00:00,0.0,1147.74,2016.04,0.0,21.31,21.87,-44.85,0.32,98.54
2026-01-02 13:05:00,0.0,778.06,1953.71,0.0,21.33,21.9,-55.41,0.4,98.54
2026-01-02 13:10:00,0.0,996.82,1939.65,0.0,21.28,21.92,-31.46,0.29,98.54
2026-01-02 13:15:00,0.0,1788.9,1646.78,1.42,21.32,22.02,-53.66,0.34,98.54
2026-01-02 13:20:00,0.0,1664.57,2183.93,0.0,21.29,22.06,-56.42,0.35,98.54
2026-01-02 13:25:00,0.0,1783.46,1520.64,2.63,21.28,22.11,-47.35,0.35,98.54
2026-01-02 13:30:00,0.0,1878.66,1651.97,4.9,21.28,22.11,-36.76,0.41,98.54
2026-01-02 13:35:00,0.0,733.23,1992.47,0.0,21.29,22.16,-39.93,0.42,98.54
2026-01-02 13:40:00,0.0,1220.5,1517.19,0.0,21.27,22.13,-56.64,0.12,98.54
2026-01-02 13:45:00,0.0,1875.26,2197.04,0.0,21.3,22.19,-33.62,0.49,98.54
2026-01-02 13:50:00,0.0,1994.51,1506.42,4.88,21.31,22.22,-30.84,0.22,98.54
2026-01-02 13:55:00,0.0,1846.64,2025.91,3.09,21.35,22.27,-43.07,0.35,98.54
2026-01-02 14:00:00,0.0,1164.26,2173.62,0.0,21.38,22.27,-44.17,0.33,98.54
2026-01-02 14:05:00,0.0,578.92,2009.42,0.0,21.35,22.21,-32.11,0.29,98.54
2026-01-02 14:10:00,0.0,637.63,2055.69,0.0,21.37,22.28,-58.91,0.45,98.54
2026-01-02 14:15:00,0.0,1921.47,1780.43,1.41,21.41,22.22,-41.38,0.19,98.54
2026-01-02 14:20:00,0.0,1092.51,1730.01,0.0,21.4,22.25,-32.23,0.14,98.54
2026-01-02 14:25:00,0.0,659.47,1901.22,0.0,21.37,22.29,-38.18,0.22,98.54
2026-01-02 14:30:00,0.0,1534.72,1810.13,0.0,21.36,22.18,-57.18,0.31,98.54
2026-01-02 14:35:00,0.0,529.09,1988.65,0.0,21.36,22.12,-40.02,0.34,98.54
2026-01-02 14:40:00,0.0,1074.25,2010.74,0.0,21.36,22.17,-51.61,0.47,98.54
2026-01-02 14:45:00,0.0,1095.93,1822.22,0.0,21.36,22.23,-49.18,0.48,98.54
2026-01-02 14:50:00,0.0,1225.15,1591.54,0.0,21.39,22.19,-57.23,0.29,98.54
2026-01-02 14:55:00,0.0,684.43,2031.65,0.0,21.41,22.17,-51.42,0.39,98.54
2026-01-02 15:00:00,0.0,951.23,1905.55,0.0,21.43,22.09,-40.84,0.42,98.54
2026-01-02 15:05:00,0.0,1737.71,1958.78,0.0,21.41,22.01,-40.38,0.24,98.54
2026-01-02 15:10:00,0.0,1429.49,2056.08,0.0,21.38,21.96,-56.46,0.49,98.54
2026-01-02 15:15:00,0.0,1556.4,1917.55,0.0,21.42,22.02,-38.99,0.42,98.54
2026-01-02 15:20:00,0.0,722.44,2057.98,0.0,21.45,21.94,-53.63,0.3,98.54
2026-01-02 15:25:00,0.0,578.4,1655.16,0.0,21.49,22.03,-48.21,0.41,98.54
2026-01-02 15:30:00,0.0,1303.73,2140.6,0.0,21.53,22.04,-42.58,0.19,98.54
2026-01-02 15:35:00,0.0,1094.7,1957.05,0.0,21.51,21.95,-56.99,0.1,98.54
2026-01-02 15:40:00,0.0,1157.15,2068.72,0.0,21.53,21.94,-48.02,0.15,98.54
2026-01-02 15:45:00,0.0,1969.95,2061.21,0.0,21.49,21.97,-37.54,0.42,98.54
2026-01-02 15:50:00,0.0,1589.87,1609.98,0.0,21.47,22.05,-30.94,0.44,98.54
2026-01-02 15:55:00,0.0,1733.03,1801.93,0.0,21.5,21.96,-59.69,0.36,98.54
2026-01-02 16:00:00,0.0,979.87,1629.9,0.0,21.54,21.9,-40.68,0.33,98.54
2026-01-02 16:05:00,0.0,1086.6,1591.5,0.0,21.58,22.0,-56.78,0.27,98.54
2026-01-02 16:10:00,0.0,565.65,2097.17,0.0,21.61,21.96,-44.51,0.48,98.54
2026-01-02 16:15:00,0.0,945.77,1918.08,0.0,21.58,21.91,-48.18,0.26,98.54
2026-01-02 16:20:00,0.0,1063.68,1849.3,0.0,21.61,21.99,-48.56,0.32,98.54
2026-01-02 16:25:00,0.0,960.15,1562.3,0.0,21.62,22.04,-47.7,0.36,98.54
2026-01-02 16:30:00,0.0,1291.78,1947.29,0.0,21.67,22.05,-48.36,0.2,98.54
2026-01-02 16:35:00,0.0,1816.21,2100.56,0.0,21.67,21.95,-49.72,0.19,98.54
2026-01-02 16:40:00,0.0,1157.55,1802.05,0.0,21.71,21.93,-47.22,0.43,98.54
2026-01-02 16:45:00,0.0,1063.61,1875.46,0.0,21.71,21.94,-40.45,0.12,98.54
2026-01-02 16:50:00,0.0,1586.29,1817.49,0.0,21.66,21.94,-44.34,0.19,98.54
2026-01-02 16:55:00,0.0,1737.18,1941.42,0.0,21.62,21.97,-31.25,0.49,98.54
2026-01-02 17:00:00,0.0,1401.62,1864.48,0.0,21.62,21.88,-44.6,0.33,98.54
2026-01-02 17:05:00,0.0,1076.52,1725.98,0.0,21.58,21.91,-38.55,0.33,98.54
2026-01-02 17:10:00,0.0,1046.63,1779.27,0.0,21.55,21.96,-48.86,0.27,98.54
2026-01-02 17:15:00,0.0,868.54,1997.99,0.0,21.52,21.87,-50.14,0.28,98.54
2026-01-02 17:20:00,0.0,1320.36,2144.51,0.0,21.54,21.87,-50.12,0.36,98.54
2026-01-02 17:25:00,0.0,1585.24,2111.76,0.0,21.56,21.82,-55.77,0.15,98.54
2026-01-02 17:30:00,0.0,977.88,1857.9,0.0,21.52,21.81,-37.72,0.18,98.54
2026-01-02 17:35:00,0.0,914.51,1991.95,0.0,21.55,21.75,-55.48,0.29,98.54
